39 44
3 39
100 50
46 29 true
46 30 true
46 31 true
46 32 true
46 33 true
46 34 true
46 35 true
46 36 true
46 37 true
46 38 true
46 39 false
46 40 true
46 41 true
46 42 true
46 43 true
46 44 true
46 45 true
46 46 true
46 47 true
46 48 true
46 49 true
47 0 true
47 1 false
47 2 true
47 3 true
47 4 true
47 5 true
47 6 true
47 7 true
47 8 true
47 9 false
47 10 true
47 11 false
47 12 true
47 13 true
47 14 true
47 15 true
47 16 true
47 17 false
47 18 true
47 19 true
47 20 true
47 21 true
47 22 true
47 23 true
47 24 true
47 25 true
47 26 true
47 27 false
47 28 true
47 29 true
47 30 true
47 31 true
47 32 true
47 33 true
47 34 true
47 35 true
47 36 true
47 37 true
47 38 true
47 39 false
47 40 true
47 41 true
47 42 true
47 43 false
47 44 true
47 45 true
47 46 true
47 47 true
47 48 true
47 49 false
48 0 false
48 1 true
48 2 true
48 3 true
48 4 true
48 5 true
48 6 true
48 7 false
48 8 true
48 9 true
48 10 true
48 11 false
48 12 true
48 13 true
48 14 true
48 15 true
48 16 true
48 17 true
48 18 true
48 19 true
48 20 true
48 21 true
48 22 false
48 23 true
48 24 true
48 25 true
48 26 true
48 27 true
48 28 false
48 29 false
48 30 true
48 31 true
48 32 true
48 33 true
48 34 true
48 35 true
48 36 false
48 37 true
48 38 true
48 39 true
48 40 true
48 41 true
48 42 true
48 43 true
48 44 true
48 45 true
48 46 true
48 47 true
48 48 true
48 49 true
49 0 true
49 1 true
49 2 true
49 3 true
49 4 true
49 5 true
49 6 true
49 7 true
49 8 true
49 9 true
49 10 true
49 11 true
49 12 true
49 13 true
49 14 true
49 15 true
49 16 true
49 17 true
49 18 true
49 19 true
49 20 true
49 21 true
49 22 true
49 23 true
49 24 true
49 25 true
49 26 true
49 27 true
49 28 true
49 29 true
49 30 true
49 31 true
49 32 true
49 33 true
49 34 true
49 35 true
49 36 true
49 37 true
49 38 true
49 39 true
49 40 true
49 41 true
49 42 true
49 43 true
49 44 true
49 45 true
49 46 true
49 47 true
49 48 true
49 49 true
50 0 true
50 1 true
50 2 true
50 3 true
50 4 true
50 5 true
50 6 true
50 7 true
50 8 true
50 9 true
50 10 true
50 11 true
50 12 true
50 13 true
50 14 true
50 15 true
50 16 true
50 17 true
50 18 true
50 19 false
50 20 true
50 21 false
50 22 true
50 23 true
50 24 true
50 25 true
50 26 true
50 27 true
50 28 true
50 29 true
50 30 true
50 31 true
50 32 true
50 33 true
50 34 true
50 35 false
50 36 true
50 37 true
50 38 true
50 39 true
50 40 true
50 41 true
50 42 true
50 43 true
50 44 true
50 45 true
50 46 false
50 47 true
50 48 false
50 49 true
51 0 true
51 1 true
51 2 true
51 3 true
51 4 true
51 5 true
51 6 true
51 7 true
51 8 true
51 9 true
51 10 true
51 11 true
51 12 true
51 13 true
51 14 false
51 15 true
51 16 true
51 17 true
51 18 true
51 19 true
51 20 false
51 21 false
51 22 true
51 23 true
51 24 true
51 25 true
51 26 true
51 27 true
51 28 true
51 29 true
51 30 true
51 31 true
51 32 true
51 33 true
51 34 false
51 35 true
51 36 true
51 37 true
51 38 true
51 39 true
51 40 true
51 41 true
51 42 true
51 43 true
51 44 true
51 45 false
51 46 true
51 47 true
51 48 true
51 49 true
52 0 true
52 1 true
52 2 true
52 3 true
52 4 true
52 5 true
52 6 false
52 7 true
52 8 true
52 9 false
52 10 true
52 11 true
52 12 true
52 13 true
52 14 true
52 15 true
52 16 true
52 17 true
52 18 false
52 19 true
52 20 true
52 21 true
52 22 true
52 23 true
52 24 true
52 25 true
52 26 false
52 27 false
52 28 true
52 29 true
52 30 true
52 31 true
52 32 true
52 33 true
52 34 true
52 35 true
52 36 true
52 37 true
52 38 true
52 39 true
52 40 true
52 41 true
52 42 true
52 43 true
52 44 true
52 45 true
52 46 true
52 47 true
52 48 false
52 49 true
53 0 false
53 1 true
53 2 true
53 3 true
53 4 true
53 5 true
53 6 true
53 7 true
53 8 true
53 9 false
53 10 true
53 11 true
53 12 false
53 13 true
53 14 true
53 15 false
53 16 true
53 17 true
53 18 true
53 19 true
53 20 true
53 21 true
53 22 true
53 23 true
53 24 true
53 25 true
53 26 true
53 27 true
53 28 true
53 29 true
53 30 true
53 31 true
53 32 true
53 33 true
53 34 true
53 35 true
53 36 true
53 37 true
53 38 false
53 39 true
53 40 true
53 41 true
53 42 true
53 43 true
53 44 true
53 45 true
53 46 true
53 47 false
53 48 true
53 49 true
54 0 false
54 1 true
54 2 true
54 3 true
54 4 true
54 5 true
54 6 true
54 7 true
54 8 true
54 9 true
54 10 true
54 11 true
54 12 true
54 13 true
54 14 true
54 15 true
54 16 true
54 17 true
54 18 false
54 19 true
54 20 false
54 21 true
54 22 false
54 23 true
54 24 true
54 25 true
54 26 true
54 27 true
54 28 true
54 29 true
54 30 true
54 31 true
54 32 true
54 33 true
54 34 true
54 35 true
54 36 false
54 37 true
54 38 true
54 39 true
54 40 false
54 41 false
54 42 true
54 43 true
54 44 true
54 45 true
54 46 true
54 47 true
54 48 true
54 49 true
55 0 true
55 1 false
55 2 true
55 3 true
55 4 true
55 5 true
55 6 true
55 7 true
55 8 true
55 9 true
55 10 true
55 11 true
55 12 true
55 13 false
55 14 true
55 15 true
55 16 true
55 17 true
55 18 true
55 19 true
55 20 true
55 21 true
55 22 true
55 23 true
55 24 true
55 25 true
55 26 true
55 27 true
55 28 true
55 29 true
55 30 true
55 31 true
55 32 true
55 33 false
55 34 true
55 35 true
55 36 true
55 37 true
55 38 true
55 39 true
55 40 true
55 41 true
55 42 true
55 43 true
55 44 true
55 45 true
55 46 true
55 47 true
55 48 true
55 49 true
56 0 true
56 1 true
56 2 true
56 3 false
56 4 true
56 5 true
56 6 true
56 7 true
56 8 true
56 9 true
56 10 true
56 11 true
56 12 true
56 13 false
56 14 true
56 15 true
56 16 true
56 17 true
56 18 true
56 19 true
56 20 true
56 21 true
56 22 true
56 23 true
56 24 true
56 25 true
56 26 true
56 27 true
56 28 false
56 29 true
56 30 true
56 31 true
56 32 true
56 33 true
56 34 true
56 35 true
56 36 true
56 37 true
56 38 true
56 39 true
56 40 true
56 41 true
56 42 true
56 43 true
56 44 false
56 45 true
56 46 true
56 47 true
56 48 true
56 49 true
57 0 true
57 1 true
57 2 true
57 3 true
57 4 true
57 5 true
57 6 true
57 7 true
57 8 true
57 9 false
57 10 true
57 11 true
57 12 true
57 13 true
57 14 true
57 15 false
57 16 false
57 17 true
57 18 true
57 19 true
57 20 true
57 21 true
57 22 true
57 23 true
57 24 true
57 25 true
57 26 true
57 27 true
57 28 true
57 29 true
57 30 true
57 31 true
57 32 true
57 33 true
57 34 true
57 35 true
57 36 false
57 37 true
57 38 true
57 39 true
57 40 true
57 41 true
57 42 true
57 43 true
57 44 true
57 45 true
57 46 true
57 47 false
57 48 true
57 49 true
58 0 true
58 1 true
58 2 true
58 3 false
58 4 false
58 5 true
58 6 true
58 7 true
58 8 true
58 9 true
58 10 true
58 11 true
58 12 false
58 13 true
58 14 true
58 15 true
58 16 true
58 17 true
58 18 true
58 19 true
58 20 false
58 21 true
58 22 true
58 23 true
58 24 true
58 25 false
58 26 true
58 27 true
58 28 true
58 29 true
58 30 true
58 31 true
58 32 true
58 33 true
58 34 true
58 35 false
58 36 true
58 37 true
58 38 true
58 39 true
58 40 true
58 41 true
58 42 true
58 43 true
58 44 true
58 45 false
58 46 true
58 47 true
58 48 false
58 49 true
59 0 true
59 1 true
59 2 true
59 3 true
59 4 true
59 5 true
59 6 true
59 7 true
59 8 true
59 9 true
59 10 true
59 11 true
59 12 true
59 13 true
59 14 false
59 15 true
59 16 true
59 17 true
59 18 false
59 19 true
59 20 true
59 21 true
59 22 true
59 23 true
59 24 true
59 25 true
59 26 true
59 27 true
59 28 true
59 29 false
59 30 true
59 31 true
59 32 true
59 33 true
59 34 true
59 35 true
59 36 true
59 37 true
59 38 true
59 39 true
59 40 true
59 41 true
59 42 true
59 43 true
59 44 true
59 45 true
59 46 true
59 47 true
59 48 true
59 49 true
60 0 true
60 1 true
60 2 true
60 3 true
60 4 true
60 5 true
60 6 true
60 7 true
60 8 true
60 9 true
60 10 true
60 11 true
60 12 true
60 13 false
60 14 true
60 15 true
60 16 true
60 17 false
60 18 true
60 19 true
60 20 true
60 21 true
60 22 true
60 23 true
60 24 true
60 25 true
60 26 true
60 27 true
60 28 true
60 29 true
60 30 true
60 31 true
60 32 true
60 33 true
60 34 true
60 35 false
60 36 true
60 37 true
60 38 true
60 39 true
60 40 true
60 41 true
60 42 true
60 43 true
60 44 true
60 45 true
60 46 true
60 47 true
60 48 true
60 49 true
61 0 true
61 1 false
61 2 true
61 3 true
61 4 true
61 5 true
61 6 true
61 7 true
61 8 true
61 9 true
61 10 true
61 11 true
61 12 true
61 13 true
61 14 true
61 15 true
61 16 true
61 17 true
61 18 false
61 19 true
61 20 true
61 21 true
61 22 true
61 23 true
61 24 true
61 25 true
61 26 true
61 27 true
61 28 true
61 29 true
61 30 true
61 31 true
61 32 true
61 33 true
61 34 true
61 35 true
61 36 true
61 37 true
61 38 true
61 39 true
61 40 true
61 41 true
61 42 true
61 43 true
61 44 true
61 45 true
61 46 true
61 47 false
61 48 true
61 49 false
62 0 true
62 1 true
62 2 true
62 3 true
62 4 true
62 5 true
62 6 true
62 7 true
62 8 true
62 9 true
62 10 true
62 11 true
62 12 true
62 13 true
62 14 true
62 15 true
62 16 true
62 17 true
62 18 true
62 19 true
62 20 true
62 21 false
62 22 true
62 23 true
62 24 true
62 25 true
62 26 false
62 27 true
62 28 true
62 29 true
62 30 false
62 31 true
62 32 true
62 33 true
62 34 true
62 35 true
62 36 true
62 37 true
62 38 true
62 39 true
62 40 true
62 41 true
62 42 true
62 43 true
62 44 true
62 45 true
62 46 true
62 47 true
62 48 true
62 49 true
63 0 true
63 1 true
63 2 true
63 3 true
63 4 true
63 5 true
63 6 true
63 7 true
63 8 true
63 9 true
63 10 true
63 11 true
63 12 true
63 13 true
63 14 true
63 15 true
63 16 true
63 17 true
63 18 true
63 19 true
63 20 true
63 21 true
63 22 true
63 23 false
63 24 true
63 25 true
63 26 true
63 27 true
63 28 true
63 29 true
63 30 true
63 31 true
63 32 true
63 33 false
63 34 true
63 35 true
63 36 true
63 37 true
63 38 true
63 39 true
63 40 true
63 41 true
63 42 true
63 43 true
63 44 true
63 45 true
63 46 true
63 47 true
63 48 true
63 49 true
64 0 true
64 1 false
64 2 true
64 3 true
64 4 false
64 5 true
64 6 true
64 7 true
64 8 false
64 9 true
64 10 true
64 11 true
64 12 true
64 13 true
64 14 true
64 15 true
64 16 true
64 17 true
64 18 true
64 19 true
64 20 true
64 21 false
64 22 true
64 23 true
64 24 true
64 25 true
64 26 true
64 27 true
64 28 false
64 29 true
64 30 false
64 31 true
64 32 true
64 33 true
64 34 true
64 35 true
64 36 true
64 37 false
64 38 true
64 39 true
64 40 true
64 41 true
64 42 true
64 43 true
64 44 true
64 45 true
64 46 true
64 47 true
64 48 true
64 49 true
65 0 true
65 1 true
65 2 true
65 3 true
65 4 true
65 5 false
65 6 true
65 7 true
65 8 true
65 9 true
65 10 true
65 11 true
65 12 true
65 13 true
65 14 true
65 15 true
65 16 true
65 17 true
65 18 true
65 19 true
65 20 true
65 21 false
65 22 true
65 23 true
65 24 true
65 25 true
65 26 true
65 27 true
65 28 true
65 29 true
65 30 true
65 31 true
65 32 true
65 33 true
65 34 true
65 35 true
65 36 true
65 37 true
65 38 true
65 39 false
65 40 false
65 41 true
65 42 true
65 43 true
65 44 true
65 45 true
65 46 true
65 47 true
65 48 true
65 49 true
66 0 true
66 1 true
66 2 true
66 3 true
66 4 true
66 5 true
66 6 true
66 7 true
66 8 false
66 9 true
66 10 true
66 11 true
66 12 true
66 13 true
66 14 false
66 15 false
66 16 true
66 17 true
66 18 true
66 19 true
66 20 true
66 21 true
66 22 true
66 23 true
66 24 true
66 25 true
66 26 true
66 27 true
66 28 true
66 29 true
66 30 false
66 31 false
66 32 true
66 33 true
66 34 false
66 35 true
66 36 true
66 37 true
66 38 true
66 39 true
66 40 true
66 41 false
66 42 true
66 43 true
66 44 true
66 45 true
66 46 true
66 47 true
66 48 true
66 49 true
67 0 true
67 1 true
67 2 true
67 3 true
67 4 true
67 5 true
67 6 true
67 7 false
67 8 true
67 9 false
67 10 true
67 11 true
67 12 true
67 13 true
67 14 true
67 15 true
67 16 true
67 17 true
67 18 false
67 19 true
67 20 true
67 21 true
67 22 true
67 23 true
67 24 true
67 25 true
67 26 true
67 27 true
67 28 true
67 29 true
67 30 true
67 31 true
67 32 true
67 33 true
67 34 true
67 35 true
67 36 true
67 37 true
67 38 true
67 39 true
67 40 true
67 41 true
67 42 true
67 43 true
67 44 true
67 45 true
67 46 true
67 47 true
67 48 true
67 49 true
68 0 true
68 1 true
68 2 true
68 3 true
68 4 true
68 5 true
68 6 true
68 7 true
68 8 true
68 9 true
68 10 true
68 11 true
68 12 true
68 13 true
68 14 true
68 15 true
68 16 true
68 17 true
68 18 false
68 19 false
68 20 true
68 21 true
68 22 true
68 23 true
68 24 false
68 25 true
68 26 true
68 27 true
68 28 true
68 29 true
68 30 true
68 31 true
68 32 true
68 33 true
68 34 true
68 35 true
68 36 true
68 37 true
68 38 true
68 39 true
68 40 true
68 41 true
68 42 false
68 43 true
68 44 true
68 45 true
68 46 false
68 47 true
68 48 true
68 49 true
69 0 true
69 1 true
69 2 true
69 3 true
69 4 true
69 5 true
69 6 true
69 7 true
69 8 true
69 9 true
69 10 true
69 11 true
69 12 true
69 13 true
69 14 true
69 15 true
69 16 true
69 17 true
69 18 true
69 19 true
69 20 true
69 21 true
69 22 true
69 23 true
69 24 true
69 25 true
69 26 true
69 27 true
69 28 true
69 29 false
69 30 true
69 31 true
69 32 true
69 33 true
69 34 true
69 35 true
69 36 true
69 37 true
69 38 true
69 39 true
69 40 true
69 41 true
69 42 false
69 43 false
69 44 true
69 45 true
69 46 true
69 47 true
69 48 true
69 49 true
70 0 true
70 1 false
70 2 true
70 3 true
70 4 true
70 5 true
70 6 true
70 7 true
70 8 true
70 9 true
70 10 false
70 11 true
70 12 false
70 13 true
70 14 true
70 15 true
70 16 true
70 17 false
70 18 true
70 19 true
70 20 true
70 21 true
70 22 true
70 23 true
70 24 true
70 25 true
70 26 true
70 27 true
70 28 true
70 29 true
70 30 true
70 31 true
70 32 true
70 33 true
70 34 true
70 35 true
70 36 true
70 37 true
70 38 true
70 39 true
70 40 true
70 41 true
70 42 true
70 43 true
70 44 true
70 45 true
70 46 true
70 47 false
70 48 true
70 49 true
71 0 true
71 1 true
71 2 true
71 3 true
71 4 true
71 5 true
71 6 true
71 7 true
71 8 true
71 9 true
71 10 true
71 11 true
71 12 false
71 13 true
71 14 true
71 15 true
71 16 true
71 17 true
71 18 true
71 19 true
71 20 true
71 21 true
71 22 true
71 23 true
71 24 true
71 25 false
71 26 true
71 27 true
71 28 true
71 29 true
71 30 false
71 31 false
71 32 true
71 33 true
71 34 true
71 35 true
71 36 true
71 37 true
71 38 true
71 39 true
71 40 true
71 41 true
71 42 true
71 43 true
71 44 false
71 45 true
71 46 true
71 47 false
71 48 true
71 49 true
72 0 true
72 1 true
72 2 true
72 3 true
72 4 true
72 5 true
72 6 false
72 7 true
72 8 true
72 9 true
72 10 true
72 11 true
72 12 true
72 13 true
72 14 false
72 15 true
72 16 true
72 17 true
72 18 true
72 19 true
72 20 true
72 21 true
72 22 true
72 23 false
72 24 true
72 25 false
72 26 true
72 27 true
72 28 true
72 29 true
72 30 true
72 31 true
72 32 true
72 33 true
72 34 true
72 35 true
72 36 true
72 37 true
72 38 true
72 39 true
72 40 true
72 41 true
72 42 true
72 43 true
72 44 true
72 45 true
72 46 true
72 47 false
72 48 true
72 49 true
73 0 true
73 1 true
73 2 true
73 3 true
73 4 true
73 5 true
73 6 true
73 7 true
73 8 true
73 9 true
73 10 true
73 11 true
73 12 true
73 13 true
73 14 true
73 15 true
73 16 true
73 17 true
73 18 true
73 19 true
73 20 true
73 21 true
73 22 true
73 23 true
73 24 true
73 25 true
73 26 true
73 27 true
73 28 true
73 29 true
73 30 true
73 31 true
73 32 true
73 33 false
73 34 true
73 35 true
73 36 true
73 37 true
73 38 true
73 39 true
73 40 true
73 41 true
73 42 true
73 43 true
73 44 false
73 45 true
73 46 true
73 47 true
73 48 true
73 49 true
74 0 true
74 1 true
74 2 true
74 3 true
74 4 true
74 5 true
74 6 true
74 7 true
74 8 true
74 9 true
74 10 true
74 11 true
74 12 true
74 13 true
74 14 true
74 15 true
74 16 true
74 17 true
74 18 true
74 19 true
74 20 true
74 21 true
74 22 true
74 23 false
74 24 true
74 25 true
74 26 true
74 27 true
74 28 true
74 29 true
74 30 true
74 31 true
74 32 true
74 33 false
74 34 true
74 35 true
74 36 true
74 37 true
74 38 true
74 39 false
74 40 true
74 41 true
74 42 false
74 43 true
74 44 false
74 45 true
74 46 true
74 47 true
74 48 true
74 49 true
75 0 true
75 1 false
75 2 false
75 3 true
75 4 true
75 5 true
75 6 true
75 7 true
75 8 true
75 9 true
75 10 true
75 11 true
75 12 true
75 13 false
75 14 true
75 15 true
75 16 false
75 17 true
75 18 true
75 19 true
75 20 true
75 21 true
75 22 true
75 23 true
75 24 true
75 25 true
75 26 true
75 27 true
75 28 false
75 29 true
75 30 false
75 31 true
75 32 true
75 33 true
75 34 true
75 35 true
75 36 true
75 37 true
75 38 true
75 39 true
75 40 true
75 41 true
75 42 true
75 43 true
75 44 true
75 45 true
75 46 true
75 47 true
75 48 true
75 49 true
76 0 true
76 1 false
76 2 true
76 3 true
76 4 true
76 5 true
76 6 true
76 7 true
76 8 true
76 9 true
76 10 true
76 11 true
76 12 true
76 13 true
76 14 true
76 15 true
76 16 true
76 17 true
76 18 true
76 19 true
76 20 false
76 21 true
76 22 true
76 23 false
76 24 true
76 25 true
76 26 true
76 27 true
76 28 true
76 29 true
76 30 true
76 31 true
76 32 true
76 33 true
76 34 true
76 35 true
76 36 true
76 37 true
76 38 true
76 39 true
76 40 true
76 41 true
76 42 true
76 43 true
76 44 true
76 45 true
76 46 true
76 47 true
76 48 true
76 49 true
77 0 true
77 1 true
77 2 false
77 3 false
77 4 true
77 5 true
77 6 true
77 7 true
77 8 true
77 9 true
77 10 true
77 11 true
77 12 true
77 13 true
77 14 true
77 15 true
77 16 false
77 17 true
77 18 true
77 19 true
77 20 true
77 21 true
77 22 true
77 23 true
77 24 true
77 25 true
77 26 true
77 27 true
77 28 true
77 29 false
77 30 true
77 31 true
77 32 true
77 33 false
77 34 true
77 35 true
77 36 true
77 37 true
77 38 true
77 39 true
77 40 true
77 41 true
77 42 true
77 43 true
77 44 true
77 45 true
77 46 true
77 47 false
77 48 true
77 49 true
78 0 true
78 1 true
78 2 true
78 3 true
78 4 true
78 5 false
78 6 true
78 7 false
78 8 true
78 9 true
78 10 false
78 11 true
78 12 true
78 13 true
78 14 true
78 15 true
78 16 true
78 17 true
78 18 true
78 19 true
78 20 true
78 21 true
78 22 true
78 23 true
78 24 true
78 25 true
78 26 true
78 27 true
78 28 true
78 29 true
78 30 true
78 31 true
78 32 true
78 33 false
78 34 true
78 35 true
78 36 true
78 37 false
78 38 true
78 39 false
78 40 true
78 41 true
78 42 true
78 43 true
78 44 true
78 45 true
78 46 false
78 47 true
78 48 true
78 49 true
79 0 true
79 1 true
79 2 true
79 3 true
79 4 true
79 5 true
79 6 true
79 7 true
79 8 true
79 9 false
79 10 true
79 11 true
79 12 true
79 13 true
79 14 true
79 15 true
79 16 true
79 17 true
79 18 true
79 19 true
79 20 false
79 21 true
79 22 true
79 23 true
79 24 true
79 25 true
79 26 true
79 27 true
79 28 true
79 29 true
79 30 true
79 31 true
79 32 true
79 33 true
79 34 true
79 35 false
79 36 true
79 37 true
79 38 true
79 39 true
79 40 false
79 41 true
79 42 true
79 43 true
79 44 true
79 45 true
79 46 true
79 47 true
79 48 true
79 49 true
80 0 true
80 1 true
80 2 true
80 3 true
80 4 true
80 5 true
80 6 true
80 7 true
80 8 true
80 9 true
80 10 false
80 11 true
80 12 true
80 13 true
80 14 true
80 15 true
80 16 true
80 17 true
80 18 true
80 19 true
80 20 true
80 21 true
80 22 true
80 23 true
80 24 true
80 25 true
80 26 false
80 27 true
80 28 true
80 29 true
80 30 true
80 31 true
80 32 true
80 33 true
80 34 false
80 35 true
80 36 true
80 37 true
80 38 true
80 39 false
80 40 true
80 41 true
80 42 true
80 43 true
80 44 true
80 45 true
80 46 true
80 47 true
80 48 true
80 49 true
81 0 true
81 1 true
81 2 true
81 3 true
81 4 true
81 5 true
81 6 true
81 7 true
81 8 true
81 9 true
81 10 true
81 11 true
81 12 true
81 13 false
81 14 true
81 15 true
81 16 true
81 17 true
81 18 true
81 19 true
81 20 true
81 21 true
81 22 true
81 23 true
81 24 true
81 25 true
81 26 true
81 27 true
81 28 true
81 29 false
81 30 true
81 31 true
81 32 true
81 33 true
81 34 true
81 35 true
81 36 false
81 37 true
81 38 true
81 39 false
81 40 true
81 41 true
81 42 true
81 43 true
81 44 true
81 45 true
81 46 true
81 47 true
81 48 false
81 49 true
82 0 true
82 1 true
82 2 true
82 3 true
82 4 true
82 5 true
82 6 true
82 7 true
82 8 true
82 9 true
82 10 true
82 11 true
82 12 true
82 13 true
82 14 true
82 15 true
82 16 true
82 17 true
82 18 true
82 19 true
82 20 true
82 21 true
82 22 true
82 23 true
82 24 true
82 25 true
82 26 true
82 27 false
82 28 true
82 29 true
82 30 true
82 31 true
82 32 true
82 33 true
82 34 true
82 35 true
82 36 true
82 37 true
82 38 true
82 39 true
82 40 true
82 41 true
82 42 true
82 43 true
82 44 true
82 45 true
82 46 false
82 47 true
82 48 true
82 49 true
83 0 true
83 1 true
83 2 true
83 3 true
83 4 true
83 5 true
83 6 true
83 7 true
83 8 true
83 9 false
83 10 true
83 11 true
83 12 true
83 13 true
83 14 true
83 15 true
83 16 true
83 17 true
83 18 true
83 19 true
83 20 true
83 21 true
83 22 true
83 23 true
83 24 false
83 25 true
83 26 true
83 27 true
83 28 true
83 29 true
83 30 true
83 31 true
83 32 true
83 33 true
83 34 true
83 35 true
83 36 false
83 37 true
83 38 true
83 39 false
83 40 true
83 41 true
83 42 true
83 43 true
83 44 true
83 45 true
83 46 true
83 47 true
83 48 false
83 49 true
84 0 true
84 1 true
84 2 true
84 3 true
84 4 false
84 5 true
84 6 true
84 7 true
84 8 true
84 9 true
84 10 true
84 11 true
84 12 true
84 13 true
84 14 false
84 15 true
84 16 true
84 17 true
84 18 true
84 19 true
84 20 true
84 21 true
84 22 true
84 23 true
84 24 true
84 25 true
84 26 true
84 27 true
84 28 true
84 29 true
84 30 true
84 31 true
84 32 true
84 33 true
84 34 false
84 35 true
84 36 true
84 37 true
84 38 true
84 39 false
84 40 true
84 41 true
84 42 true
84 43 true
84 44 true
84 45 true
84 46 true
84 47 true
84 48 true
84 49 true
85 0 true
85 1 true
85 2 true
85 3 true
85 4 true
85 5 false
85 6 true
85 7 true
85 8 true
85 9 true
85 10 true
85 11 true
85 12 true
85 13 true
85 14 true
85 15 true
85 16 true
85 17 true
85 18 true
85 19 false
85 20 false
85 21 true
85 22 true
85 23 true
85 24 true
85 25 true
85 26 true
85 27 true
85 28 true
85 29 true
85 30 true
85 31 true
85 32 true
85 33 true
85 34 true
85 35 true
85 36 true
85 37 true
85 38 true
85 39 true
85 40 true
85 41 true
85 42 true
85 43 true
85 44 true
85 45 true
85 46 true
85 47 true
85 48 true
85 49 true
86 0 true
86 1 true
86 2 false
86 3 true
86 4 true
86 5 true
86 6 true
86 7 true
86 8 true
86 9 true
86 10 true
86 11 true
86 12 true
86 13 true
86 14 true
86 15 true
86 16 true
86 17 true
86 18 true
86 19 true
86 20 false
86 21 true
86 22 true
86 23 true
86 24 true
86 25 true
86 26 false
86 27 false
86 28 true
86 29 true
86 30 false
86 31 true
86 32 true
86 33 true
86 34 true
86 35 true
86 36 true
86 37 true
86 38 true
86 39 true
86 40 true
86 41 true
86 42 true
86 43 true
86 44 false
86 45 true
86 46 true
86 47 true
86 48 true
86 49 true
87 0 true
87 1 true
87 2 true
87 3 true
87 4 true
87 5 true
87 6 true
87 7 true
87 8 true
87 9 true
87 10 true
87 11 true
87 12 true
87 13 true
87 14 true
87 15 true
87 16 true
87 17 true
87 18 false
87 19 true
87 20 true
87 21 true
87 22 true
87 23 true
87 24 false
87 25 true
87 26 true
87 27 false
87 28 false
87 29 true
87 30 true
87 31 true
87 32 true
87 33 true
87 34 true
87 35 true
87 36 true
87 37 true
87 38 true
87 39 true
87 40 true
87 41 true
87 42 true
87 43 true
87 44 true
87 45 true
87 46 true
87 47 false
87 48 true
87 49 true
88 0 false
88 1 true
88 2 true
88 3 true
88 4 true
88 5 true
88 6 true
88 7 true
88 8 true
88 9 true
88 10 true
88 11 true
88 12 true
88 13 true
88 14 true
88 15 false
88 16 false
88 17 true
88 18 true
88 19 true
88 20 false
88 21 true
88 22 true
88 23 true
88 24 true
88 25 true
88 26 true
88 27 true
88 28 true
88 29 true
88 30 false
88 31 false
88 32 false
88 33 true
88 34 true
88 35 true
88 36 true
88 37 true
88 38 true
88 39 true
88 40 false
88 41 true
88 42 true
88 43 false
88 44 true
88 45 true
88 46 true
88 47 false
88 48 true
88 49 false
89 0 true
89 1 true
89 2 true
89 3 true
89 4 true
89 5 true
89 6 true
89 7 true
89 8 true
89 9 true
89 10 true
89 11 true
89 12 true
89 13 true
89 14 true
89 15 false
89 16 true
89 17 true
89 18 true
89 19 true
89 20 true
89 21 true
89 22 true
89 23 true
89 24 true
89 25 false
89 26 true
89 27 true
89 28 true
89 29 true
89 30 true
89 31 true
89 32 true
89 33 true
89 34 false
89 35 true
89 36 true
89 37 true
89 38 true
89 39 true
89 40 true
89 41 true
89 42 true
89 43 true
89 44 true
89 45 true
89 46 true
89 47 true
89 48 true
89 49 true
90 0 true
90 1 true
90 2 true
90 3 true
90 4 true
90 5 true
90 6 true
90 7 true
90 8 true
90 9 true
90 10 true
90 11 true
90 12 true
90 13 true
90 14 true
90 15 true
90 16 true
90 17 true
90 18 true
90 19 true
90 20 true
90 21 true
90 22 true
90 23 true
90 24 true
90 25 true
90 26 true
90 27 true
90 28 true
90 29 true
90 30 false
90 31 true
90 32 true
90 33 false
90 34 true
90 35 true
90 36 false
90 37 true
90 38 true
90 39 true
90 40 true
90 41 true
90 42 true
90 43 true
90 44 true
90 45 true
90 46 true
90 47 false
90 48 true
90 49 true
91 0 true
91 1 true
91 2 false
91 3 false
91 4 true
91 5 false
91 6 false
91 7 true
91 8 true
91 9 false
91 10 true
91 11 true
91 12 true
91 13 true
91 14 true
91 15 true
91 16 true
91 17 true
91 18 true
91 19 true
91 20 true
91 21 true
91 22 true
91 23 true
91 24 true
91 25 true
91 26 true
91 27 false
91 28 true
91 29 true
91 30 true
91 31 true
91 32 true
91 33 true
91 34 true
91 35 true
91 36 true
91 37 true
91 38 true
91 39 true
91 40 true
91 41 false
91 42 false
91 43 true
91 44 true
91 45 true
91 46 true
91 47 true
91 48 true
91 49 true
92 0 true
92 1 true
92 2 false
92 3 true
92 4 false
92 5 true
92 6 true
92 7 true
92 8 true
92 9 true
92 10 true
92 11 true
92 12 true
92 13 true
92 14 true
92 15 false
92 16 true
92 17 true
92 18 true
92 19 true
92 20 true
92 21 true
92 22 true
92 23 true
92 24 true
92 25 true
92 26 true
92 27 true
92 28 true
92 29 false
92 30 true
92 31 true
92 32 true
92 33 true
92 34 true
92 35 true
92 36 true
92 37 true
92 38 true
92 39 true
92 40 true
92 41 false
92 42 true
92 43 true
92 44 true
92 45 true
92 46 true
92 47 true
92 48 true
92 49 true
93 0 true
93 1 true
93 2 true
93 3 true
93 4 true
93 5 true
93 6 true
93 7 true
93 8 true
93 9 true
